"","date","state","cases","deaths","new_cases","new_deaths","mask_mandate"
"21774","2020-07-07","North Carolina",76188,1446,1255,22,"no"
"21775","2020-07-08","North Carolina",77661,1470,1473,24,"no"
"21776","2020-07-09","North Carolina",79564,1487,1903,17,"no"
"21777","2020-07-10","North Carolina",81737,1503,2173,16,"no"
"21778","2020-07-11","North Carolina",83996,1520,2259,17,"no"
"21779","2020-07-12","North Carolina",85831,1532,1835,12,"no"
"21780","2020-07-13","North Carolina",87653,1547,1822,15,"no"
"21781","2020-07-14","North Carolina",89767,1582,2114,35,"no"
"21782","2020-07-15","North Carolina",91573,1598,1806,16,"no"
"21783","2020-07-16","North Carolina",93657,1617,2084,19,"no"
"21784","2020-07-17","North Carolina",95633,1638,1976,21,"no"
"21785","2020-07-18","North Carolina",98067,1653,2434,15,"no"
"21786","2020-07-19","North Carolina",99841,1661,1774,8,"no"
"21787","2020-07-20","North Carolina",101176,1676,1335,15,"no"
"21788","2020-07-21","North Carolina",103047,1702,1871,26,"no"
"21789","2020-07-22","North Carolina",105138,1729,2091,27,"no"
"21790","2020-07-23","North Carolina",107050,1754,1912,25,"no"
"21791","2020-07-24","North Carolina",109206,1769,2156,15,"no"
"21792","2020-07-25","North Carolina",111282,1801,2076,32,"no"
"21793","2020-07-26","North Carolina",112802,1807,1520,6,"no"
"21794","2020-07-27","North Carolina",114612,1815,1810,8,"no"
"21795","2020-07-28","North Carolina",116300,1847,1688,32,"no"
"21796","2020-07-29","North Carolina",118027,1889,1727,42,"no"
"21797","2020-07-30","North Carolina",120391,1929,2364,40,"no"
"21798","2020-07-31","North Carolina",122370,1947,1979,18,"no"
"21799","2020-08-01","North Carolina",124015,1989,1645,42,"no"
"21800","2020-08-02","North Carolina",125281,1996,1266,7,"no"
"21801","2020-08-03","North Carolina",126748,2013,1467,17,"no"
"21802","2020-08-04","North Carolina",128236,2038,1488,25,"no"
"21803","2020-08-05","North Carolina",129454,2079,1218,41,"no"
"21804","2020-08-06","North Carolina",131478,2122,2024,43,"no"
"21805","2020-08-07","North Carolina",133033,2160,1555,38,"no"
"21806","2020-08-08","North Carolina",134915,2184,1882,24,"no"
"21807","2020-08-09","North Carolina",136250,2195,1335,11,"no"
"21808","2020-08-10","North Carolina",137006,2198,756,3,"no"
"21809","2020-08-11","North Carolina",138074,2238,1068,40,"no"
"21810","2020-08-12","North Carolina",139413,2277,1339,39,"no"
"21811","2020-08-13","North Carolina",141006,2313,1593,36,"no"
"21812","2020-08-14","North Carolina",142544,2344,1538,31,"no"
"21813","2020-08-15","North Carolina",143956,2370,1412,26,"no"
"21814","2020-08-16","North Carolina",145111,2372,1155,2,"no"
"21815","2020-08-17","North Carolina",145942,2384,831,12,"no"
"21816","2020-08-18","North Carolina",147141,2425,1199,41,"no"
"21817","2020-08-19","North Carolina",148491,2464,1350,39,"no"
"21818","2020-08-20","North Carolina",150422,2496,1931,32,"no"
"21819","2020-08-21","North Carolina",152344,2522,1922,26,"no"
"21820","2020-08-22","North Carolina",153966,2546,1622,24,"no"
"21821","2020-08-23","North Carolina",155390,2560,1424,14,"no"
"21822","2020-08-24","North Carolina",156927,2567,1537,7,"no"
"21823","2020-08-25","North Carolina",158185,2607,1258,40,"no"
"21824","2020-08-26","North Carolina",159708,2634,1523,27,"no"
"21825","2020-08-27","North Carolina",161715,2654,2007,20,"no"
"21826","2020-08-28","North Carolina",163154,2676,1439,22,"no"
"21827","2020-08-29","North Carolina",165533,2708,2379,32,"no"
"21828","2020-08-30","North Carolina",166510,2721,977,13,"no"
"21829","2020-08-31","North Carolina",167989,2733,1479,12,"no"
"21830","2020-09-01","North Carolina",169966,2769,1977,36,"no"
"21831","2020-09-02","North Carolina",171140,2806,1174,37,"no"
"21832","2020-09-03","North Carolina",172791,2829,1651,23,"no"
"21833","2020-09-04","North Carolina",174848,2868,2057,39,"no"
"21834","2020-09-05","North Carolina",176124,2913,1276,45,"no"
"21835","2020-09-06","North Carolina",177141,2920,1017,7,"no"
"21836","2020-09-07","North Carolina",178212,2920,1071,0,"no"
"21837","2020-09-08","North Carolina",179150,2942,938,22,"no"
"21838","2020-09-09","North Carolina",180061,2990,911,48,"no"
"21839","2020-09-10","North Carolina",181335,3016,1274,26,"no"
"21840","2020-09-11","North Carolina",182934,3050,1599,34,"no"
"21841","2020-09-12","North Carolina",184305,3073,1371,23,"no"
"21842","2020-09-13","North Carolina",185325,3080,1020,7,"no"
"21843","2020-09-14","North Carolina",186447,3094,1122,14,"no"
"21844","2020-09-15","North Carolina",187486,3135,1039,41,"no"
"21845","2020-09-16","North Carolina",188800,3176,1314,41,"no"
"21846","2020-09-17","North Carolina",190307,3208,1507,32,"no"
"21847","2020-09-18","North Carolina",191672,3232,1365,24,"no"
"21848","2020-09-19","North Carolina",192751,3260,1079,28,"no"
"21849","2020-09-20","North Carolina",193978,3270,1227,10,"no"
"21850","2020-09-21","North Carolina",195093,3283,1115,13,"no"
"21851","2020-09-22","North Carolina",196258,3320,1165,37,"no"
"21852","2020-09-23","North Carolina",197431,3345,1173,25,"no"
"21853","2020-09-24","North Carolina",199236,3380,1805,35,"no"
"21854","2020-09-25","North Carolina",204658,3427,5422,47,"no"
"21855","2020-09-26","North Carolina",206241,3458,1583,31,"no"
"21856","2020-09-27","North Carolina",207407,3460,1166,2,"no"
"21857","2020-09-28","North Carolina",208497,3469,1090,9,"no"
"21858","2020-09-29","North Carolina",209384,3511,887,42,"no"
"21859","2020-09-30","North Carolina",211004,3565,1620,54,"no"
"21860","2020-10-01","North Carolina",213218,3601,2214,36,"no"
"21861","2020-10-02","North Carolina",215035,3628,1817,27,"no"
"21862","2020-10-03","North Carolina",217049,3647,2014,19,"no"
"21863","2020-10-04","North Carolina",217641,3653,592,6,"no"
"21864","2020-10-05","North Carolina",220045,3656,2404,3,"no"
"21865","2020-10-06","North Carolina",221438,3691,1393,35,"no"
"21866","2020-10-07","North Carolina",223349,3716,1911,25,"no"
"21867","2020-10-08","North Carolina",225738,3744,2389,28,"no"
"21868","2020-10-09","North Carolina",227756,3768,2018,24,"no"
"21869","2020-10-10","North Carolina",229959,3786,2203,18,"no"
"21870","2020-10-11","North Carolina",231564,3791,1605,5,"no"
"21871","2020-10-12","North Carolina",233059,3799,1495,8,"no"
"21872","2020-10-13","North Carolina",234842,3849,1783,50,"no"
"21873","2020-10-14","North Carolina",236812,3882,1970,33,"no"
"21874","2020-10-15","North Carolina",239338,3899,2526,17,"no"
"21875","2020-10-16","North Carolina",242032,3938,2694,39,"no"
"21876","2020-10-17","North Carolina",244020,3955,1988,17,"no"
"21877","2020-10-18","North Carolina",246116,3961,2096,6,"no"
"21878","2020-10-19","North Carolina",247551,3969,1435,8,"no"
"21879","2020-10-20","North Carolina",249158,4018,1607,49,"no"
"21880","2020-10-21","North Carolina",251010,4063,1852,45,"no"
"21881","2020-10-22","North Carolina",253418,4110,2408,47,"no"
"21882","2020-10-23","North Carolina",255534,4140,2116,30,"no"
"21883","2020-10-24","North Carolina",258439,4170,2905,30,"no"
"21884","2020-10-25","North Carolina",260128,4183,1689,13,"no"
"21885","2020-10-26","North Carolina",262159,4200,2031,17,"no"
"21886","2020-10-27","North Carolina",264334,4236,2175,36,"no"
"21887","2020-10-28","North Carolina",266566,4275,2232,39,"no"
"21888","2020-10-29","North Carolina",269419,4307,2853,32,"no"
"21889","2020-10-30","North Carolina",272231,4354,2812,47,"no"
"21890","2020-10-31","North Carolina",274805,4400,2574,46,"no"
"21891","2020-11-01","North Carolina",276706,4405,1901,5,"no"
"21892","2020-11-02","North Carolina",278477,4413,1771,8,"no"
"21893","2020-11-03","North Carolina",280657,4481,2180,68,"no"
"21894","2020-11-04","North Carolina",283280,4535,2623,54,"no"
"21895","2020-11-05","North Carolina",286210,4572,2930,37,"no"
"21896","2020-11-06","North Carolina",289124,4608,2914,36,"no"
"21897","2020-11-07","North Carolina",291563,4629,2439,21,"no"
"21898","2020-11-08","North Carolina",293431,4630,1868,1,"no"
"21899","2020-11-09","North Carolina",295105,4638,1674,8,"no"
"21900","2020-11-10","North Carolina",298089,4685,2984,47,"no"
"21901","2020-11-11","North Carolina",300725,4723,2636,38,"no"
"21902","2020-11-12","North Carolina",303931,4730,3206,7,"no"
"21903","2020-11-13","North Carolina",306498,4749,2567,19,"no"
"21904","2020-11-14","North Carolina",309703,4783,3205,34,"no"
"21905","2020-11-15","North Carolina",312406,4830,2703,47,"no"
"21906","2020-11-16","North Carolina",315314,4843,2908,13,"no"
"21907","2020-11-17","North Carolina",318537,4881,3223,38,"no"
"21908","2020-11-18","North Carolina",322258,4927,3721,46,"no"
"21909","2020-11-19","North Carolina",325658,4968,3400,41,"no"
"21910","2020-11-20","North Carolina",330021,5012,4363,44,"no"
"21911","2020-11-21","North Carolina",333074,5035,3053,23,"no"
"21912","2020-11-22","North Carolina",336983,5062,3909,27,"no"
"21913","2020-11-23","North Carolina",339672,5076,2689,14,"no"
"21914","2020-11-24","North Carolina",343566,5114,3894,38,"no"
"21915","2020-11-25","North Carolina",348102,5177,4536,63,"no"
"21916","2020-11-26","North Carolina",348148,5177,46,0,"no"
"21917","2020-11-27","North Carolina",355664,5240,7516,63,"no"
"21918","2020-11-28","North Carolina",358654,5249,2990,9,"no"
"21919","2020-11-29","North Carolina",362124,5279,3470,30,"no"
"21920","2020-11-30","North Carolina",364968,5296,2844,17,"no"
"21921","2020-12-01","North Carolina",368615,5322,3647,26,"no"
"21922","2020-12-02","North Carolina",372525,5406,3910,84,"no"
"21923","2020-12-03","North Carolina",378370,5454,5845,48,"no"
"21924","2020-12-04","North Carolina",384165,5505,5795,51,"no"
"21925","2020-12-05","North Carolina",388760,5547,4595,42,"no"
"21926","2020-12-06","North Carolina",395020,5578,6260,31,"no"
"21927","2020-12-07","North Carolina",399796,5598,4776,20,"no"
"21928","2020-12-08","North Carolina",404520,5642,4724,44,"no"
"21929","2020-12-09","North Carolina",412140,5704,7620,62,"no"
"21930","2020-12-10","North Carolina",417951,5752,5811,48,"no"
"21931","2020-12-11","North Carolina",424991,5791,7040,39,"no"
"21932","2020-12-12","North Carolina",430325,5831,5334,40,"no"
"21933","2020-12-13","North Carolina",436655,5855,6330,24,"no"
"21934","2020-12-14","North Carolina",441721,5899,5066,44,"no"
"21935","2020-12-15","North Carolina",447303,5926,5582,27,"no"
"21936","2020-12-16","North Carolina",453628,6030,6325,104,"no"
"21937","2020-12-17","North Carolina",458739,6120,5111,90,"no"
"21938","2020-12-18","North Carolina",468195,6172,9456,52,"no"
"21939","2020-12-19","North Carolina",473691,6222,5496,50,"no"
"21940","2020-12-20","North Carolina",479875,6259,6184,37,"no"
"21941","2020-12-21","North Carolina",484513,6285,4638,26,"no"
"21942","2020-12-22","North Carolina",491242,6342,6729,57,"no"
"21943","2020-12-23","North Carolina",497869,6418,6627,76,"no"
"21944","2020-12-24","North Carolina",498005,6420,136,2,"no"
"21945","2020-12-25","North Carolina",498005,6420,0,0,"no"
"21946","2020-12-26","North Carolina",514724,6574,16719,154,"no"
"21947","2020-12-27","North Carolina",517449,6592,2725,18,"no"
"21948","2020-12-28","North Carolina",521990,6601,4541,9,"no"
"21949","2020-12-29","North Carolina",526439,6630,4449,29,"no"
"21950","2020-12-30","North Carolina",535120,6780,8681,150,"no"
"21951","2020-12-31","North Carolina",541070,6811,5950,31,"no"
"21952","2021-01-01","North Carolina",543976,6819,2906,8,"no"
"21953","2021-01-02","North Carolina",559942,6933,15966,114,"no"
"21954","2021-01-03","North Carolina",565260,6963,5318,30,"no"
"21955","2021-01-04","North Carolina",572018,7000,6758,37,"no"
"21956","2021-01-05","North Carolina",578309,7080,6291,80,"no"
"21957","2021-01-06","North Carolina",584694,7149,6385,69,"no"
"21958","2021-01-07","North Carolina",595308,7262,10614,113,"no"
"21959","2021-01-08","North Carolina",605187,7383,9879,121,"no"
"21960","2021-01-09","North Carolina",614715,7468,9528,85,"no"
"21961","2021-01-10","North Carolina",623503,7609,8788,141,"no"
"21962","2021-01-11","North Carolina",631345,7635,7842,26,"no"
"21963","2021-01-12","North Carolina",636681,7687,5336,52,"no"
"21964","2021-01-13","North Carolina",642003,7796,5322,109,"no"
"21965","2021-01-14","North Carolina",650815,7888,8812,92,"no"
"21966","2021-01-15","North Carolina",659707,7996,8892,108,"no"
"21967","2021-01-16","North Carolina",668165,8060,8458,64,"no"
"21968","2021-01-17","North Carolina",674771,8125,6606,65,"no"
"21969","2021-01-18","North Carolina",674508,8131,-263,6,"no"
"21970","2021-01-19","North Carolina",683971,8196,9463,65,"no"
"21971","2021-01-20","North Carolina",691760,8267,7789,71,"no"
"21972","2021-01-21","North Carolina",697660,8397,5900,130,"no"
"21973","2021-01-22","North Carolina",706948,8511,9288,114,"no"
"21974","2021-01-23","North Carolina",713300,8623,6352,112,"no"
"21975","2021-01-24","North Carolina",718955,8739,5655,116,"no"
"21976","2021-01-25","North Carolina",724154,8777,5199,38,"no"
"21977","2021-01-26","North Carolina",728645,8839,4491,62,"no"
"21978","2021-01-27","North Carolina",733543,8959,4898,120,"no"
"21979","2021-01-28","North Carolina",740303,9099,6760,140,"no"
"21980","2021-01-29","North Carolina",747322,9213,7019,114,"no"
"21981","2021-01-30","North Carolina",747948,9215,626,2,"no"
"21982","2021-01-31","North Carolina",758158,9381,10210,166,"no"
"21983","2021-02-01","North Carolina",763358,9397,5200,16,"no"
"21984","2021-02-02","North Carolina",766378,9477,3020,80,"no"
"21985","2021-02-03","North Carolina",777071,9625,10693,148,"no"
"21986","2021-02-04","North Carolina",783575,9767,6504,142,"no"
"21987","2021-02-05","North Carolina",788516,9880,4941,113,"no"
"21988","2021-02-06","North Carolina",792618,9962,4102,82,"no"
"21989","2021-02-07","North Carolina",796986,10017,4368,55,"no"
"21990","2021-02-08","North Carolina",799879,10030,2893,13,"no"
"21991","2021-02-09","North Carolina",803935,10088,4056,58,"no"
"21992","2021-02-10","North Carolina",807554,10226,3619,138,"no"
"21993","2021-02-11","North Carolina",812155,10336,4601,110,"no"
"21994","2021-02-12","North Carolina",816212,10408,4057,72,"no"
"21995","2021-02-13","North Carolina",819751,10482,3539,74,"no"
"21996","2021-02-14","North Carolina",822542,10524,2791,42,"no"
"21997","2021-02-15","North Carolina",825692,10545,3150,21,"no"
"21998","2021-02-16","North Carolina",827985,10611,2293,66,"no"
"21999","2021-02-17","North Carolina",830932,10712,2947,101,"no"
"22000","2021-02-18","North Carolina",834923,10804,3991,92,"no"
"22001","2021-02-19","North Carolina",838126,10863,3203,59,"no"
"22002","2021-02-20","North Carolina",841315,10930,3189,67,"no"
"22003","2021-02-21","North Carolina",843395,10957,2080,27,"no"
"22004","2021-02-22","North Carolina",846084,10976,2689,19,"no"
"22005","2021-02-23","North Carolina",847652,11007,1568,31,"no"
"22006","2021-02-24","North Carolina",850960,11100,3308,93,"no"
"22007","2021-02-25","North Carolina",854394,11162,3434,62,"no"
"22008","2021-02-26","North Carolina",857203,11216,2809,54,"no"
"22009","2021-02-27","North Carolina",859527,11240,2324,24,"no"
"22010","2021-02-28","North Carolina",859527,11241,0,1,"no"
"22011","2021-03-01","North Carolina",862880,11286,3353,45,"no"
"22012","2021-03-02","North Carolina",864656,11320,1776,34,"no"
"22013","2021-03-03","North Carolina",866725,11389,2069,69,"no"
"22014","2021-03-04","North Carolina",869364,11434,2639,45,"no"
"22015","2021-03-05","North Carolina",871407,11475,2043,41,"no"
"22016","2021-03-06","North Carolina",873169,11520,1762,45,"no"
"22017","2021-03-07","North Carolina",873169,11522,0,2,"no"
"22018","2021-03-08","North Carolina",875966,11556,2797,34,"no"
"22019","2021-03-09","North Carolina",877212,11577,1246,21,"no"
"22020","2021-03-10","North Carolina",879027,11628,1815,51,"no"
"22021","2021-03-11","North Carolina",881110,11649,2083,21,"no"
"22022","2021-03-12","North Carolina",883075,11688,1965,39,"no"
"22023","2021-03-13","North Carolina",883888,11716,813,28,"no"
"22024","2021-03-14","North Carolina",883888,11719,0,3,"no"
"22025","2021-03-15","North Carolina",887002,11739,3114,20,"no"
"22026","2021-03-16","North Carolina",888797,11753,1795,14,"no"
"22027","2021-03-17","North Carolina",890484,11783,1687,30,"no"
"22028","2021-03-18","North Carolina",892813,11812,2329,29,"no"
"22029","2021-03-19","North Carolina",894586,11833,1773,21,"no"
"22030","2021-03-20","North Carolina",896395,11848,1809,15,"no"
"22031","2021-03-21","North Carolina",896395,11849,0,1,"no"
"22032","2021-03-22","North Carolina",899303,11865,2908,16,"no"
"22033","2021-03-23","North Carolina",900546,11878,1243,13,"no"
"22034","2021-03-24","North Carolina",902610,11975,2064,97,"no"
"22035","2021-03-25","North Carolina",904665,12025,2055,50,"no"
"22036","2021-03-26","North Carolina",906770,12049,2105,24,"no"
"22037","2021-03-27","North Carolina",906770,12049,0,0,"no"
"22038","2021-03-28","North Carolina",906770,12051,0,2,"no"
"22039","2021-03-29","North Carolina",912026,12110,5256,59,"no"
"22040","2021-03-30","North Carolina",913515,12116,1489,6,"no"
"22041","2021-03-31","North Carolina",915456,12137,1941,21,"no"
"22042","2021-04-01","North Carolina",917474,12160,2018,23,"no"
"22043","2021-04-02","North Carolina",917474,12161,0,1,"no"
"22044","2021-04-03","North Carolina",917474,12161,0,0,"no"
"22045","2021-04-04","North Carolina",917565,12161,91,0,"no"
"22046","2021-04-05","North Carolina",923688,12200,6123,39,"no"
"22047","2021-04-06","North Carolina",924682,12211,994,11,"no"
"22048","2021-04-07","North Carolina",926071,12235,1389,24,"no"
"22049","2021-04-08","North Carolina",928095,12250,2024,15,"no"
"22050","2021-04-09","North Carolina",930371,12273,2276,23,"no"
"22051","2021-04-10","North Carolina",930371,12274,0,1,"no"
"22052","2021-04-11","North Carolina",930470,12276,99,2,"no"
"22053","2021-04-12","North Carolina",936163,12320,5693,44,"no"
"22054","2021-04-13","North Carolina",937761,12335,1598,15,"no"
"22055","2021-04-14","North Carolina",940109,12353,2348,18,"no"
"22056","2021-04-15","North Carolina",942441,12385,2332,32,"no"
"22057","2021-04-16","North Carolina",944749,12414,2308,29,"no"
"22058","2021-04-17","North Carolina",944749,12416,0,2,"no"
"22059","2021-04-18","North Carolina",944749,12416,0,0,"no"
"22060","2021-04-19","North Carolina",950370,12443,5621,27,"no"
"22061","2021-04-20","North Carolina",951660,12460,1290,17,"no"
"22062","2021-04-21","North Carolina",953452,12500,1792,40,"no"
"22063","2021-04-22","North Carolina",955791,12534,2339,34,"no"
"22064","2021-04-23","North Carolina",957785,12552,1994,18,"no"
"22065","2021-04-24","North Carolina",957970,12553,185,1,"no"
"22066","2021-04-25","North Carolina",957970,12553,0,0,"no"
"22067","2021-04-26","North Carolina",962978,12587,5008,34,"no"
"22068","2021-04-27","North Carolina",964612,12611,1634,24,"no"
"22069","2021-04-28","North Carolina",966397,12642,1785,31,"no"
"22070","2021-04-29","North Carolina",968342,12658,1945,16,"no"
"22071","2021-04-30","North Carolina",970599,12676,2257,18,"no"
"22072","2021-05-01","North Carolina",970673,12677,74,1,"no"
"22073","2021-05-02","North Carolina",970673,12677,0,0,"no"
"22074","2021-05-03","North Carolina",974852,12715,4179,38,"no"
"22075","2021-05-04","North Carolina",976059,12723,1207,8,"no"
"22076","2021-05-05","North Carolina",977466,12744,1407,21,"no"
"22077","2021-05-06","North Carolina",979336,12761,1870,17,"no"
"22078","2021-05-07","North Carolina",981197,12804,1861,43,"no"
"22079","2021-05-08","North Carolina",981358,12803,161,-1,"no"
"22080","2021-05-09","North Carolina",981358,12803,0,0,"no"
"22081","2021-05-10","North Carolina",984647,12814,3289,11,"no"
"22082","2021-05-11","North Carolina",985664,12826,1017,12,"no"
"22083","2021-05-12","North Carolina",987144,12854,1480,28,"no"
"22084","2021-05-13","North Carolina",988497,12876,1353,22,"no"
"22085","2021-05-14","North Carolina",989865,12885,1368,9,"no"
"22086","2021-05-15","North Carolina",990114,12885,249,0,"no"
"22087","2021-05-16","North Carolina",990114,12885,0,0,"no"
"22088","2021-05-17","North Carolina",992520,12915,2406,30,"no"
"22089","2021-05-18","North Carolina",993211,12934,691,19,"no"
"22090","2021-05-19","North Carolina",994187,12962,976,28,"no"
"22091","2021-05-20","North Carolina",995303,12974,1116,12,"no"
"22092","2021-05-21","North Carolina",996385,12982,1082,8,"no"
"22093","2021-05-22","North Carolina",996511,12984,126,2,"no"
"22094","2021-05-23","North Carolina",996511,12984,0,0,"no"
"22095","2021-05-24","North Carolina",998658,13010,2147,26,"no"
"22096","2021-05-25","North Carolina",999342,13027,684,17,"no"
"22097","2021-05-26","North Carolina",1000144,13054,802,27,"no"
"22098","2021-05-27","North Carolina",1001048,13075,904,21,"no"
"22099","2021-05-28","North Carolina",1001817,13100,769,25,"no"
"22100","2021-05-29","North Carolina",1001825,13101,8,1,"no"
"22101","2021-05-30","North Carolina",1001893,13101,68,0,"no"
"22102","2021-05-31","North Carolina",1001893,13101,0,0,"no"
"22103","2021-06-01","North Carolina",1003793,13118,1900,17,"no"
"22104","2021-06-02","North Carolina",1004203,13127,410,9,"no"
"22105","2021-06-03","North Carolina",1004699,13147,496,20,"no"
"22106","2021-06-04","North Carolina",1005366,13168,667,21,"no"
"22107","2021-06-05","North Carolina",1005366,13168,0,0,"no"
"22108","2021-06-06","North Carolina",1005427,13168,61,0,"no"
"22109","2021-06-07","North Carolina",1006658,13216,1231,48,"no"
"22110","2021-06-08","North Carolina",1007015,13229,357,13,"no"
"22111","2021-06-09","North Carolina",1007567,13252,552,23,"no"
"22112","2021-06-10","North Carolina",1008036,13268,469,16,"no"
"22113","2021-06-11","North Carolina",1008457,13287,421,19,"no"
"22114","2021-06-12","North Carolina",1008494,13287,37,0,"no"
"22115","2021-06-13","North Carolina",1008494,13287,0,0,"no"
"22116","2021-06-14","North Carolina",1009630,13311,1136,24,"no"
"22117","2021-06-15","North Carolina",1009956,13316,326,5,"no"
"22118","2021-06-16","North Carolina",1010306,13333,350,17,"no"
"22119","2021-06-17","North Carolina",1010698,13339,392,6,"no"
"22120","2021-06-18","North Carolina",1010890,13359,192,20,"no"
"22121","2021-06-19","North Carolina",1010919,13359,29,0,"no"
"22122","2021-06-20","North Carolina",1010919,13359,0,0,"no"
"22123","2021-06-21","North Carolina",1011643,13386,724,27,"no"
"22124","2021-06-22","North Carolina",1011980,13401,337,15,"no"
"22125","2021-06-23","North Carolina",1012441,13413,461,12,"no"
"22126","2021-06-24","North Carolina",1012883,13426,442,13,"no"
"22127","2021-06-25","North Carolina",1013279,13432,396,6,"no"
"22128","2021-06-26","North Carolina",1013282,13432,3,0,"no"
"22129","2021-06-27","North Carolina",1013290,13432,8,0,"no"
"22130","2021-06-28","North Carolina",1014140,13439,850,7,"no"
"22131","2021-06-29","North Carolina",1014376,13443,236,4,"no"
"22132","2021-06-30","North Carolina",1014682,13450,306,7,"no"
"22133","2021-07-01","North Carolina",1014967,13447,285,-3,"no"
"22134","2021-07-02","North Carolina",1015363,13447,396,0,"no"
"22135","2021-07-03","North Carolina",1015417,13447,54,0,"no"
"22136","2021-07-04","North Carolina",1015417,13447,0,0,"no"
"22137","2021-07-05","North Carolina",1015417,13447,0,0,"no"
"22138","2021-07-06","North Carolina",1016742,13468,1325,21,"no"
"22139","2021-07-07","North Carolina",1017312,13473,570,5,"no"
"22140","2021-07-08","North Carolina",1017954,13488,642,15,"no"
"22141","2021-07-09","North Carolina",1018499,13496,545,8,"no"
"22142","2021-07-10","North Carolina",1018556,13496,57,0,"no"
"22143","2021-07-11","North Carolina",1018556,13496,0,0,"no"
"22144","2021-07-12","North Carolina",1020283,13512,1727,16,"no"
"22145","2021-07-13","North Carolina",1020940,13515,657,3,"no"
"22146","2021-07-14","North Carolina",1021908,13522,968,7,"no"
"22147","2021-07-15","North Carolina",1022938,13529,1030,7,"no"
"22148","2021-07-16","North Carolina",1023968,13533,1030,4,"no"
"22149","2021-07-17","North Carolina",1024084,13533,116,0,"no"
"22150","2021-07-18","North Carolina",1024084,13533,0,0,"no"
"22151","2021-07-19","North Carolina",1026982,13551,2898,18,"no"
"22152","2021-07-20","North Carolina",1027790,13557,808,6,"no"
"22153","2021-07-21","North Carolina",1029263,13566,1473,9,"no"
"22154","2021-07-22","North Carolina",1031031,13578,1768,12,"no"
"22155","2021-07-23","North Carolina",1032686,13586,1655,8,"no"
"22156","2021-07-24","North Carolina",1032686,13586,0,0,"no"
"22157","2021-07-25","North Carolina",1032686,13586,0,0,"no"
"22158","2021-07-26","North Carolina",1038172,13590,5486,4,"no"
"22159","2021-07-27","North Carolina",1040149,13600,1977,10,"no"
"22160","2021-07-28","North Carolina",1042714,13616,2565,16,"no"
"22161","2021-07-29","North Carolina",1046041,13634,3327,18,"no"
"22162","2021-07-30","North Carolina",1049229,13651,3188,17,"no"
"22163","2021-07-31","North Carolina",1049288,13651,59,0,"no"
"22164","2021-08-01","North Carolina",1049288,13651,0,0,"no"
"22165","2021-08-02","North Carolina",1057204,13681,7916,30,"no"
"22166","2021-08-03","North Carolina",1060143,13695,2939,14,"no"
"22167","2021-08-04","North Carolina",1063505,13716,3362,21,"no"
"22168","2021-08-05","North Carolina",1067787,13740,4282,24,"no"
"22169","2021-08-06","North Carolina",1072342,13752,4555,12,"no"
"22170","2021-08-07","North Carolina",1072440,13752,98,0,"no"
"22171","2021-08-08","North Carolina",1072440,13752,0,0,"no"
"22172","2021-08-09","North Carolina",1087149,13775,14709,23,"no"
"22173","2021-08-10","North Carolina",1091376,13784,4227,9,"no"
"22174","2021-08-11","North Carolina",1096351,13806,4975,22,"no"
"22175","2021-08-12","North Carolina",1102081,13822,5730,16,"no"
"22176","2021-08-13","North Carolina",1108774,13842,6693,20,"no"
"22177","2021-08-14","North Carolina",1108774,13842,0,0,"no"
"22178","2021-08-15","North Carolina",1108774,13842,0,0,"no"
"22179","2021-08-16","North Carolina",1122629,13890,13855,48,"no"
"22180","2021-08-17","North Carolina",1127239,13912,4610,22,"no"
"22181","2021-08-18","North Carolina",1132735,13969,5496,57,"no"
"22182","2021-08-19","North Carolina",1139637,14021,6902,52,"no"
"22183","2021-08-20","North Carolina",1146288,14072,6651,51,"no"
"22184","2021-08-21","North Carolina",1146395,14072,107,0,"no"
"22185","2021-08-22","North Carolina",1146395,14072,0,0,"no"
"22186","2021-08-23","North Carolina",1162214,14133,15819,61,"no"
"22187","2021-08-24","North Carolina",1168443,14168,6229,35,"no"
"22188","2021-08-25","North Carolina",1173815,14224,5372,56,"no"
"22189","2021-08-26","North Carolina",1183072,14288,9257,64,"no"
"22190","2021-08-27","North Carolina",1191456,14334,8384,46,"no"
"22191","2021-08-28","North Carolina",1191456,14334,0,0,"no"
"22192","2021-08-29","North Carolina",1191456,14334,0,0,"no"
"22193","2021-08-30","North Carolina",1209923,14428,18467,94,"no"
"22194","2021-08-31","North Carolina",1215455,14485,5532,57,"no"
"22195","2021-09-01","North Carolina",1222452,14546,6997,61,"no"
"22196","2021-09-02","North Carolina",1229920,14642,7468,96,"no"
"22197","2021-09-03","North Carolina",1238947,14726,9027,84,"no"
"22198","2021-09-04","North Carolina",1239293,14726,346,0,"no"
"22199","2021-09-05","North Carolina",1239293,14726,0,0,"no"
"22200","2021-09-06","North Carolina",1239293,14726,0,0,"no"
"22201","2021-09-07","North Carolina",1264147,14848,24854,122,"no"
"22202","2021-09-08","North Carolina",1269208,14925,5061,77,"no"
"22203","2021-09-09","North Carolina",1275992,15019,6784,94,"no"
"22204","2021-09-10","North Carolina",1281446,15092,5454,73,"no"
"22205","2021-09-11","North Carolina",1281446,15092,0,0,"no"
"22206","2021-09-12","North Carolina",1281446,15092,0,0,"no"
"22207","2021-09-13","North Carolina",1305188,15263,23742,171,"no"
"22208","2021-09-14","North Carolina",1310185,15322,4997,59,"no"
"22209","2021-09-15","North Carolina",1317316,15422,7131,100,"no"
