"","state","date","cases","deaths","weekday","new_cases","new_deaths","mask_mandate","mandate_start","mandate_end","population","us_population","prop_cases","prop_deaths","deaths_per_cases","weeks"
"2807","Mississippi",2021-02-23,291222,6577,"Tuesday",2508,76,"no",2020-08-05,2020-09-30,2986530,327167434,97.5118281082058,2.20222130700177,2.25841454285734,50
"2808","Missouri",2021-02-23,521782,8284,"Tuesday",5072,396,"no",NA,NA,6126452,327167434,85.1687077610336,1.35216924902048,1.58763621589093,51
"2809","Montana",2021-02-23,99161,1347,"Tuesday",1402,15,"no",2020-07-15,2021-02-12,1062305,327167434,93.3451315770894,1.26799742070309,1.35839695041397,50
"2810","Nebraska",2021-02-23,199837,2172,"Tuesday",1933,44,"no",NA,NA,1929268,327167434,103.581772983328,1.12581559430831,1.08688581193673,54
"2811","Nevada",2021-02-23,291698,4903,"Tuesday",2604,167,"no",2020-06-26,NA,3034392,327167434,96.1306251796076,1.6158096910353,1.68084800032911,51
"2812","New Hampshire",2021-02-23,73923,1155,"Tuesday",2708,19,"yes",2020-11-20,2021-04-16,1356458,327167434,54.4970798948438,0.851482316444741,1.56243658942413,52
"2813","New Jersey",2021-02-23,772267,22978,"Tuesday",21202,481,"yes",2020-04-08,2021-05-28,8908520,327167434,86.6885857583527,2.57932855289094,2.97539581517791,51
"2814","New Mexico",2021-02-23,183335,3646,"Tuesday",2274,94,"no",2020-05-15,NA,2095428,327167434,87.4928654193797,1.73997865829797,1.98870919355279,50
"2815","New York",2021-02-23,1605149,46562,"Tuesday",51775,879,"no",2020-04-17,NA,19542209,327167434,82.137541359833,2.38263750019253,2.90078989551749,52
"2816","North Carolina",2021-02-23,847652,11007,"Tuesday",19667,396,"yes",2020-06-26,2021-05-14,10383620,327167434,81.6335728772817,1.06003493964533,1.29852816957903,52
"2817","North Dakota",2021-02-23,99446,1469,"Tuesday",635,8,"no",2020-11-14,2021-01-18,760077,327167434,130.836744171972,1.93269892392481,1.47718359712809,50
"2818","Northern Mariana Islands",2021-02-23,143,2,"Tuesday",9,0,"no",NA,NA,NA,NA,NA,NA,1.3986013986014,48
"2819","Ohio",2021-02-23,958153,16972,"Tuesday",14862,519,"yes",2020-07-23,2021-06-02,11689442,327167434,81.9673856117341,1.45190848288567,1.77132462143311,51
"2820","Oklahoma",2021-02-23,420212,4227,"Tuesday",5432,166,"no",NA,NA,3943079,327167434,106.569510780788,1.07200489769543,1.00592082091896,51
"2821","Oregon",2021-02-23,153645,2171,"Tuesday",2770,33,"yes",2020-07-01,2021-06-30,4190713,327167434,36.6632122027922,0.518050269727371,1.4129974942237,52
"2822","Pennsylvania",2021-02-23,922848,23749,"Tuesday",18645,583,"yes",2020-07-01,2021-06-28,12807060,327167434,72.0577556441525,1.85436782524639,2.57344654807726,51
"2823","Puerto Rico",2021-02-23,133091,NA,"Tuesday",1159,NA,"no",NA,NA,NA,NA,NA,NA,NA,50
"2824","Rhode Island",2021-02-23,124262,2476,"Tuesday",2190,132,"yes",2020-05-08,2021-07-06,1057315,327167434,117.52599745582,2.34178083163485,1.99256409843717,52
"2825","South Carolina",2021-02-23,506912,8357,"Tuesday",16459,302,"yes",2020-08-03,2021-05-11,5084127,327167434,99.7048264136596,1.64374336046287,1.64860962060476,51
"2826","South Dakota",2021-02-23,111546,1863,"Tuesday",953,19,"no",NA,NA,882235,327167434,126.435700238599,2.11168226152896,1.67016298208811,51
"2827","Tennessee",2021-02-23,754161,11108,"Tuesday",7978,246,"no",NA,NA,6770010,327167434,111.397324376183,1.64076567095174,1.47289504495724,51
"2828","Texas",2021-02-23,2614977,42728,"Tuesday",42234,1182,"yes",2020-07-03,2021-03-10,28701845,327167434,91.1083242209691,1.48868478664002,1.63397230644858,54
"2829","Utah",2021-02-23,367846,1865,"Tuesday",5440,68,"no",2020-04-10,2020-05-01,3161105,327167434,116.366270655356,0.589983565873326,0.507005649103157,53
"2830","Vermont",2021-02-23,14691,199,"Tuesday",774,8,"yes",2020-08-01,2021-06-14,626299,327167434,23.4568472885954,0.317739609994587,1.35457082567558,51
"2831","Virgin Islands",2021-02-23,2589,25,"Tuesday",47,0,"no",NA,NA,NA,NA,NA,NA,0.965623792970259,50
"2832","Virginia",2021-02-23,567039,7658,"Tuesday",13731,621,"yes",2020-05-29,2021-05-15,8517685,327167434,66.5719617478223,0.899070580797482,1.35052439073856,51
"2833","Washington",2021-02-23,339051,4947,"Tuesday",5866,170,"no",2020-06-26,NA,7535591,327167434,44.9932858617194,0.656484673863006,1.45907252891158,58
"2834","West Virginia",2021-02-23,130139,2274,"Tuesday",2022,58,"yes",2020-07-07,2021-06-20,1805832,327167434,72.0659507639692,1.25925335247133,1.74736243554968,50
"2835","Wisconsin",2021-02-23,613427,6914,"Tuesday",5007,122,"yes",2020-08-01,2021-03-31,5813568,327167434,105.516440162048,1.1892868544756,1.12711047932354,55
"2836","Wyoming",2021-02-23,53944,671,"Tuesday",593,9,"yes",2020-12-09,2021-03-16,577737,327167434,93.371205236985,1.16142812386951,1.24388254486134,50
"2837","Alabama",2021-03-02,494421,9991,"Tuesday",5448,331,"yes",2020-07-16,2021-04-09,4887871,327167434,101.152628618881,2.04403921461921,2.02074750061183,51
"2838","Alaska",2021-03-02,58383,290,"Tuesday",1012,11,"no",2020-04-24,2020-05-22,737438,327167434,79.1700454817897,0.393253398929808,0.496719935597691,51
"2839","Arizona",2021-03-02,819281,16065,"Tuesday",7721,414,"yes",2020-05-08,2021-03-25,7171646,327167434,114.238906939913,2.24007152611827,1.96086568588799,58
"2840","Arkansas",2021-03-02,322949,5254,"Tuesday",6356,-123,"yes",2020-07-20,2021-03-30,3013825,327167434,107.155856760097,1.74329962754971,1.62688226314372,51
"2841","California",2021-03-02,3578092,52774,"Tuesday",34799,2905,"no",2020-06-18,NA,39557045,327167434,90.4539760237399,1.33412392154166,1.47492015297538,58
"2842","Colorado",2021-03-02,432939,6054,"Tuesday",7784,51,"yes",2020-07-16,2021-05-15,5695564,327167434,76.0133675962556,1.06293248570291,1.39834942105008,52
"2843","Connecticut",2021-03-02,283128,7658,"Tuesday",6437,86,"no",2020-04-20,NA,3572665,327167434,79.2484042024651,2.14349792101974,2.70478370207115,52
"2844","Delaware",2021-03-02,87193,1426,"Tuesday",1965,47,"yes",2020-04-28,2021-05-21,967171,327167434,90.1526203742668,1.47440318206398,1.63545238723292,51
"2845","District of Columbia",2021-03-02,40767,1019,"Tuesday",923,21,"no",2020-07-22,NA,702455,327167434,58.035034272658,1.4506267305379,2.49957073122869,52
"2846","Florida",2021-03-02,1918092,31134,"Tuesday",39567,922,"yes",2020-05-11,2021-05-04,21299325,327167434,90.0541214334257,1.46173646347948,1.62317553068362,53
"2847","Georgia",2021-03-02,986968,16936,"Tuesday",20837,535,"yes",2020-04-24,2021-05-01,10519475,327167434,93.8229331786995,1.60996627683416,1.71596242228725,53
"2848","Guam",2021-03-02,8711,132,"Tuesday",15,1,"no",NA,NA,NA,NA,NA,NA,1.51532545057973,51
"2849","Hawaii",2021-03-02,27532,436,"Tuesday",364,8,"no",2020-11-16,NA,1420491,327167434,19.3820305795672,0.306936122791345,1.58361179718146,52
"2850","Idaho",2021-03-02,172031,1874,"Tuesday",2018,32,"no",NA,NA,1754208,327167434,98.0676179791678,1.06828836717197,1.08933854944748,51
"2851","Illinois",2021-03-02,1192860,22803,"Tuesday",12439,275,"yes",2020-05-01,2021-06-11,12741080,327167434,93.6231465464466,1.78972269226785,1.91162416377446,58
"2852","Indiana",2021-03-02,665962,12623,"Tuesday",5733,173,"yes",2020-07-27,2021-04-06,6691878,327167434,99.5179529573014,1.88631651682831,1.89545349434352,52
"2853","Iowa",2021-03-02,337496,5498,"Tuesday",3534,98,"no",2020-11-17,2021-02-07,3156145,327167434,106.932983117062,1.74199854569419,1.62905634437149,52
"2854","Kansas",2021-03-02,297460,4743,"Tuesday",2575,100,"yes",2020-07-03,2021-04-01,2911505,327167434,102.167092277018,1.62905438939655,1.5945001008539,52
"2855","Kentucky",2021-03-02,409843,4822,"Tuesday",6900,186,"yes",2020-07-10,2021-06-11,4468402,327167434,91.7202615163094,1.07913298758706,1.17654809280627,52
"2856","Louisiana",2021-03-02,431271,9647,"Tuesday",5223,144,"yes",2020-08-07,2021-04-28,4659978,327167434,92.5478618139399,2.07018144720855,2.23687658108243,52
"2857","Maine",2021-03-02,44944,703,"Tuesday",1208,43,"yes",2020-05-01,2021-05-24,1338404,327167434,33.5802941413803,0.525252464876076,1.56416874332503,51
"2858","Maryland",2021-03-02,383352,7905,"Tuesday",5542,143,"yes",2020-04-18,2021-05-15,6042718,327167434,63.440326025474,1.30818615066929,2.06207349902961,52
"2859","Massachusetts",2021-03-02,582844,16182,"Tuesday",11061,299,"yes",2020-05-06,2021-05-29,6902149,327167434,84.4438449532167,2.34448720246404,2.77638613419714,57
"2860","Michigan",2021-03-02,648119,16534,"Tuesday",9295,163,"no",2020-04-27,2020-10-02,9995915,327167434,64.8383864808774,1.65407568991933,2.5510747254748,52
"2861","Minnesota",2021-03-02,485723,6558,"Tuesday",5564,56,"yes",2020-07-25,2021-05-14,5611179,327167434,86.563447717494,1.16873833467084,1.35015224726851,52
"2862","Mississippi",2021-03-02,295295,6724,"Tuesday",4073,147,"no",2020-08-05,2020-09-30,2986530,327167434,98.8756181923503,2.2514423093021,2.2770449889094,51
"2863","Missouri",2021-03-02,525664,8402,"Tuesday",3882,118,"no",NA,NA,6126452,327167434,85.8023534665741,1.37142998916828,1.59835940829123,52
"2864","Montana",2021-03-02,100272,1373,"Tuesday",1111,26,"no",2020-07-15,2021-02-12,1062305,327167434,94.3909705781296,1.29247250083545,1.36927557044838,51
"2865","Nebraska",2021-03-02,201894,2210,"Tuesday",2057,38,"no",NA,NA,1929268,327167434,104.64798047757,1.14551218389565,1.09463381774595,55
"2866","Nevada",2021-03-02,294324,4972,"Tuesday",2626,69,"no",2020-06-26,NA,3034392,327167434,96.9960374269376,1.63854900751122,1.68929479077479,52
"2867","New Hampshire",2021-03-02,75803,1170,"Tuesday",1880,15,"yes",2020-11-20,2021-04-16,1356458,327167434,55.8830424532127,0.86254052834662,1.54347453267021,53
"2868","New Jersey",2021-03-02,795785,23321,"Tuesday",23518,343,"yes",2020-04-08,2021-05-28,8908520,327167434,89.3285304405221,2.61783102019191,2.93056541653839,52
"2869","New Mexico",2021-03-02,185542,3742,"Tuesday",2207,96,"no",2020-05-15,NA,2095428,327167434,88.5461108661333,1.78579268769912,2.01679404124134,51
"2870","New York",2021-03-02,1656941,47345,"Tuesday",51792,783,"no",2020-04-17,NA,19542209,327167434,84.7878046949554,2.4227046185004,2.85737391977143,53
"2871","North Carolina",2021-03-02,864656,11320,"Tuesday",17004,313,"yes",2020-06-26,2021-05-14,10383620,327167434,83.2711520645016,1.09017856970883,1.30919116966747,53
"2872","North Dakota",2021-03-02,99987,1477,"Tuesday",541,8,"no",2020-11-14,2021-01-18,760077,327167434,131.548514163697,1.94322417334033,1.47719203496455,51
"2873","Northern Mariana Islands",2021-03-02,143,2,"Tuesday",0,0,"no",NA,NA,NA,NA,NA,NA,1.3986013986014,49
"2874","Ohio",2021-03-02,970583,16750,"Tuesday",12430,-222,"yes",2020-07-23,2021-06-02,11689442,327167434,83.0307383363551,1.43291698611448,1.72576688443956,52
"2875","Oklahoma",2021-03-02,424999,4534,"Tuesday",4787,307,"no",NA,NA,3943079,327167434,107.783536672737,1.14986283561653,1.06682603959068,52
"2876","Oregon",2021-03-02,156088,2231,"Tuesday",2443,60,"yes",2020-07-01,2021-06-30,4190713,327167434,37.2461678955347,0.532367642451296,1.42932192096766,53
"2877","Pennsylvania",2021-03-02,940811,24135,"Tuesday",17963,386,"yes",2020-07-01,2021-06-28,12807060,327167434,73.4603414054436,1.88450745135886,2.5653399035513,52
"2878","Puerto Rico",2021-03-02,134350,NA,"Tuesday",1259,NA,"no",NA,NA,NA,NA,NA,NA,NA,51
"2879","Rhode Island",2021-03-02,126849,2525,"Tuesday",2587,49,"yes",2020-05-08,2021-07-06,1057315,327167434,119.972761192265,2.38812463646122,1.99055570008435,53
"2880","South Carolina",2021-03-02,518823,8576,"Tuesday",11911,219,"yes",2020-08-03,2021-05-11,5084127,327167434,102.047608173439,1.68681860228905,1.65297220824828,52
"2881","South Dakota",2021-03-02,112652,1888,"Tuesday",1106,25,"no",NA,NA,882235,327167434,127.689334474375,2.14001938259081,1.67595781699393,52
"2882","Tennessee",2021-03-02,762964,11342,"Tuesday",8803,234,"no",NA,NA,6770010,327167434,112.697617876488,1.67532987395883,1.48657079495232,52
"2883","Texas",2021-03-02,2665566,44353,"Tuesday",50589,1625,"yes",2020-07-03,2021-03-10,28701845,327167434,92.8708938397514,1.54530135606265,1.66392428474853,55
"2884","Utah",2021-03-02,372035,1949,"Tuesday",4189,84,"no",2020-04-10,2020-05-01,3161105,327167434,117.691440176774,0.616556552218291,0.52387544182671,54
"2885","Vermont",2021-03-02,15372,206,"Tuesday",681,7,"yes",2020-08-01,2021-06-14,626299,327167434,24.5441873609889,0.328916380195402,1.34009888108249,52
"2886","Virgin Islands",2021-03-02,2646,25,"Tuesday",57,0,"no",NA,NA,NA,NA,NA,NA,0.944822373393802,51
"2887","Virginia",2021-03-02,578559,8943,"Tuesday",11520,1285,"yes",2020-05-29,2021-05-15,8517685,327167434,67.9244419111531,1.04993316846068,1.54573690842248,52
"2888","Washington",2021-03-02,344516,5056,"Tuesday",5465,109,"no",2020-06-26,NA,7535591,327167434,45.7185109966823,0.670949365484406,1.46756609272138,59
"2889","West Virginia",2021-03-02,132184,2301,"Tuesday",2045,27,"yes",2020-07-07,2021-06-20,1805832,327167434,73.1983927630034,1.27420490942679,1.74075531077891,51
"2890","Wisconsin",2021-03-02,618310,7055,"Tuesday",4883,141,"yes",2020-08-01,2021-03-31,5813568,327167434,106.356371852879,1.21354046258683,1.14101340751403,56
"2891","Wyoming",2021-03-02,54527,682,"Tuesday",583,11,"yes",2020-12-09,2021-03-16,577737,327167434,94.3803149183798,1.18046792917885,1.25075650595118,51
"2892","Alabama",2021-03-09,500616,10186,"Tuesday",6195,195,"yes",2020-07-16,2021-04-09,4887871,327167434,102.420051593015,2.08393388450718,2.03469325790626,52
"2893","Alaska",2021-03-09,59299,291,"Tuesday",916,1,"no",2020-04-24,2020-05-22,737438,327167434,80.4121838039266,0.394609445133015,0.490733401912343,52
"2894","Arizona",2021-03-09,827800,16326,"Tuesday",8519,261,"yes",2020-05-08,2021-03-25,7171646,327167434,115.426779291672,2.27646484503,1.97221551099299,59
"2895","Arkansas",2021-03-09,325383,5357,"Tuesday",2434,103,"yes",2020-07-20,2021-03-30,3013825,327167434,107.96346835002,1.77747546722189,1.6463675115172,52
"2896","California",2021-03-09,3608146,54620,"Tuesday",30054,1846,"no",2020-06-18,NA,39557045,327167434,91.2137395500599,1.38079070365342,1.51379683638079,59
"2897","Colorado",2021-03-09,440479,6084,"Tuesday",7540,30,"yes",2020-07-16,2021-05-15,5695564,327167434,77.3372048843626,1.06819974281739,1.38122362246554,53
"2898","Connecticut",2021-03-09,288145,7739,"Tuesday",5017,81,"no",2020-04-20,NA,3572665,327167434,80.6526780428616,2.1661700719211,2.68580055180551,53
"2899","Delaware",2021-03-09,88679,1482,"Tuesday",1486,56,"yes",2020-04-28,2021-05-21,967171,327167434,91.6890601558566,1.53230400828809,1.67119611181903,52
"2900","District of Columbia",2021-03-09,41910,1036,"Tuesday",1143,17,"no",2020-07-22,NA,702455,327167434,59.662184766284,1.47482756902577,2.47196373180625,53
"2901","Florida",2021-03-09,1952725,31888,"Tuesday",34633,754,"yes",2020-05-11,2021-05-04,21299325,327167434,91.680135403352,1.49713664634912,1.63300003840787,54
"2902","Georgia",2021-03-09,1001341,17418,"Tuesday",14373,482,"yes",2020-04-24,2021-05-01,10519475,327167434,95.1892561178196,1.65578605396182,1.73946737425113,54
"2903","Guam",2021-03-09,8721,134,"Tuesday",10,2,"no",NA,NA,NA,NA,NA,NA,1.536521041165,52
"2904","Hawaii",2021-03-09,27903,442,"Tuesday",371,6,"no",2020-11-16,NA,1420491,327167434,19.6432078767131,0.311160014389391,1.58405906174963,53
"2905","Idaho",2021-03-09,173922,1894,"Tuesday",1891,20,"no",NA,NA,1754208,327167434,99.1455973293931,1.07968952370528,1.08899391681328,52
"2906","Illinois",2021-03-09,1204693,23039,"Tuesday",11833,236,"yes",2020-05-01,2021-06-11,12741080,327167434,94.5518747233359,1.8082454548594,1.91243744256836,59
"2907","Indiana",2021-03-09,671570,12762,"Tuesday",5608,139,"yes",2020-07-27,2021-04-06,6691878,327167434,100.355983776154,1.90708796544109,1.90032312342719,53
"2908","Iowa",2021-03-09,340891,5575,"Tuesday",3395,77,"no",2020-11-17,2021-02-07,3156145,327167434,108.008662466395,1.76639539691617,1.63542011962768,53
"2909","Kansas",2021-03-09,299523,4816,"Tuesday",2063,73,"yes",2020-07-03,2021-04-01,2911505,327167434,102.875660526085,1.6541273327712,1.60788987823973,53
"2910","Kentucky",2021-03-09,415393,5001,"Tuesday",5550,179,"yes",2020-07-10,2021-06-11,4468402,327167434,92.9623162821966,1.11919205120757,1.20392014309341,53
"2911","Louisiana",2021-03-09,434926,9769,"Tuesday",3655,122,"yes",2020-08-07,2021-04-28,4659978,327167434,93.3322002807738,2.09636182831764,2.24612922658107,53
"2912","Maine",2021-03-09,46059,723,"Tuesday",1115,20,"yes",2020-05-01,2021-05-24,1338404,327167434,34.4133759313331,0.540195635996306,1.56972578649124,52
"2913","Maryland",2021-03-09,388848,7988,"Tuesday",5496,83,"yes",2020-04-18,2021-05-15,6042718,327167434,64.3498505142884,1.3219216915302,2.05427313500391,53
"2914","Massachusetts",2021-03-09,593607,16456,"Tuesday",10763,274,"yes",2020-05-06,2021-05-29,6902149,327167434,86.0032143612084,2.38418498354643,2.77220450567463,58
"2915","Michigan",2021-03-09,658967,16683,"Tuesday",10848,149,"no",2020-04-27,2020-10-02,9995915,327167434,65.9236298027744,1.66898177905674,2.53168975077659,53
"2916","Minnesota",2021-03-09,492176,6764,"Tuesday",6453,206,"yes",2020-07-25,2021-05-14,5611179,327167434,87.7134734072821,1.20545076177395,1.37430512662137,53
"2917","Mississippi",2021-03-09,298008,6834,"Tuesday",2713,110,"no",2020-08-05,2020-09-30,2986530,327167434,99.7840302960292,2.28827435183976,2.29322702746235,52
"2918","Missouri",2021-03-09,575066,8715,"Tuesday",49402,313,"no",NA,NA,6126452,327167434,93.8660745240475,1.42251991854339,1.51547822336914,53
"2919","Montana",2021-03-09,101229,1386,"Tuesday",957,13,"no",2020-07-15,2021-02-12,1062305,327167434,95.2918417968474,1.30471004090162,1.36917286548321,52
"2920","Nebraska",2021-03-09,203806,2221,"Tuesday",1912,11,"no",NA,NA,1929268,327167434,105.639029932596,1.15121382824989,1.08976183233075,56
"2921","Nevada",2021-03-09,296872,5054,"Tuesday",2548,82,"no",2020-06-26,NA,3034392,327167434,97.8357443599904,1.66557254303333,1.70241720337384,53
"2922","New Hampshire",2021-03-09,77252,1185,"Tuesday",1449,15,"yes",2020-11-20,2021-04-16,1356458,327167434,56.9512657229343,0.8735987402485,1.53394086884482,54
"2923","New Jersey",2021-03-09,819042,23635,"Tuesday",23257,314,"yes",2020-04-08,2021-05-28,8908520,327167434,91.9391773268736,2.65307817684643,2.88568840181578,53
"2924","New Mexico",2021-03-09,187238,3832,"Tuesday",1696,90,"no",2020-05-15,NA,2095428,327167434,89.3554920522204,1.82874334026271,2.04659310610026,52
"2925","New York",2021-03-09,1707181,48000,"Tuesday",50240,655,"no",2020-04-17,NA,19542209,327167434,87.3586501914906,2.45622181197632,2.81165266014558,54
"2926","North Carolina",2021-03-09,877212,11577,"Tuesday",12556,257,"yes",2020-06-26,2021-05-14,10383620,327167434,84.4803642660267,1.11492909024021,1.31974938783327,54
"2927","North Dakota",2021-03-09,100544,1479,"Tuesday",557,2,"no",2020-11-14,2021-01-18,760077,327167434,132.281334654252,1.94585548569421,1.47099777211967,52
"2928","Northern Mariana Islands",2021-03-09,146,2,"Tuesday",3,0,"no",NA,NA,NA,NA,NA,NA,1.36986301369863,50
"2929","Ohio",2021-03-09,981619,17662,"Tuesday",11036,912,"yes",2020-07-23,2021-06-02,11689442,327167434,83.9748381488184,1.51093610798531,1.79927242647096,53
"2930","Oklahoma",2021-03-09,429432,4701,"Tuesday",4433,167,"no",NA,NA,3943079,327167434,108.907785007604,1.19221552497426,1.09470183870787,53
"2931","Oregon",2021-03-09,158029,2309,"Tuesday",1941,78,"yes",2020-07-01,2021-06-30,4190713,327167434,37.7093349031537,0.5509802269924,1.46112422403483,54
"2932","Pennsylvania",2021-03-09,958266,24445,"Tuesday",17455,310,"yes",2020-07-01,2021-06-28,12807060,327167434,74.8232615448042,1.90871285056836,2.55096184149286,53
"2933","Puerto Rico",2021-03-09,135552,NA,"Tuesday",1202,NA,"no",NA,NA,NA,NA,NA,NA,NA,52
"2934","Rhode Island",2021-03-09,129277,2556,"Tuesday",2428,31,"yes",2020-05-08,2021-07-06,1057315,327167434,122.269144011009,2.41744418645342,1.97714984103901,54
"2935","South Carolina",2021-03-09,527348,8763,"Tuesday",8525,187,"yes",2020-08-03,2021-05-11,5084127,327167434,103.724395555028,1.72359974485295,1.66171105228426,53
"2936","South Dakota",2021-03-09,113753,1901,"Tuesday",1101,13,"no",NA,NA,882235,327167434,128.937301285939,2.15475468554297,1.67116471653495,53
"2937","Tennessee",2021-03-09,771292,11489,"Tuesday",8328,147,"no",NA,NA,6770010,327167434,113.927748998894,1.6970432835402,1.48957852538338,53
"2938","Texas",2021-03-09,2701913,45754,"Tuesday",36347,1401,"yes",2020-07-03,2021-03-10,28701845,327167434,94.137258423631,1.59411354914641,1.69339279244002,56
"2939","Utah",2021-03-09,375725,1990,"Tuesday",3690,41,"no",2020-04-10,2020-05-01,3161105,327167434,118.858753505499,0.629526700315238,0.529642690797791,55
"2940","Vermont",2021-03-09,16286,211,"Tuesday",914,5,"yes",2020-08-01,2021-06-14,626299,327167434,26.0035542129239,0.336899787481698,1.29559130541569,53
"2941","Virgin Islands",2021-03-09,2744,25,"Tuesday",98,0,"no",NA,NA,NA,NA,NA,NA,0.911078717201166,52
"2942","Virginia",2021-03-09,588129,9790,"Tuesday",9570,847,"yes",2020-05-29,2021-05-15,8517685,327167434,69.04798663017,1.14937333324724,1.66460079336336,53
"2943","Washington",2021-03-09,349196,5141,"Tuesday",4680,85,"no",2020-06-26,NA,7535591,327167434,46.3395638112525,0.682229170877241,1.47223908635838,60
"2944","West Virginia",2021-03-09,133856,2326,"Tuesday",1672,25,"yes",2020-07-07,2021-06-20,1805832,327167434,74.1242817715048,1.28804894364481,1.73768826201291,52
"2945","Wisconsin",2021-03-09,622444,7138,"Tuesday",4134,83,"yes",2020-08-01,2021-03-31,5813568,327167434,107.067467001332,1.2278174092055,1.14676982989634,57
"2946","Wyoming",2021-03-09,54972,691,"Tuesday",445,9,"yes",2020-12-09,2021-03-16,577737,327167434,95.150561587712,1.19604595170467,1.2570035654515,52
"2947","Alabama",2021-03-16,508717,10337,"Tuesday",8101,151,"yes",2020-07-16,2021-04-09,4887871,327167434,104.077419391797,2.11482668016402,2.03197455559771,53
"2948","Alaska",2021-03-16,60277,292,"Tuesday",978,1,"no",2020-04-24,2020-05-22,737438,327167434,81.7383969906623,0.395965491336221,0.484430213846077,53
"2949","Arizona",2021-03-16,833883,16574,"Tuesday",6083,248,"yes",2020-05-08,2021-03-25,7171646,327167434,116.274980666921,2.31104546989631,1.98756899948794,60
"2950","Arkansas",2021-03-16,327456,5493,"Tuesday",2073,136,"yes",2020-07-20,2021-03-30,3013825,327167434,108.651298598956,1.82260084775991,1.67747727939021,53
"2951","California",2021-03-16,3628489,56743,"Tuesday",20343,2123,"no",2020-06-18,NA,39557045,327167434,91.7280095113272,1.43446003107664,1.56381898911641,60
"2952","Colorado",2021-03-16,447149,6129,"Tuesday",6670,45,"yes",2020-07-16,2021-05-15,5695564,327167434,78.5082917161496,1.07610062848912,1.37068404491568,54
"2953","Connecticut",2021-03-16,293955,7799,"Tuesday",5810,60,"no",2020-04-20,NA,3572665,327167434,82.2789150396133,2.18296425777396,2.65312717933017,54
"2954","Delaware",2021-03-16,90751,1514,"Tuesday",2072,32,"yes",2020-04-28,2021-05-21,967171,327167434,93.8313907261487,1.56539019470187,1.66830117574462,53
"2955","District of Columbia",2021-03-16,42730,1042,"Tuesday",820,6,"no",2020-07-22,NA,702455,327167434,60.8295193286403,1.48336904143326,2.43856775099462,54
"2956","Florida",2021-03-16,1984417,32448,"Tuesday",31692,560,"yes",2020-05-11,2021-05-04,21299325,327167434,93.1680698801488,1.52342855935575,1.635140194828,55
"2957","Georgia",2021-03-16,1011361,17735,"Tuesday",10020,317,"yes",2020-04-24,2021-05-01,10519475,327167434,96.1417751361166,1.68592063767441,1.75357760483151,55
"2958","Guam",2021-03-16,8742,135,"Tuesday",21,1,"no",NA,NA,NA,NA,NA,NA,1.5442690459849,53
"2959","Hawaii",2021-03-16,28357,448,"Tuesday",454,6,"no",2020-11-16,NA,1420491,327167434,19.9628156742985,0.315383905987437,1.57985682547519,54
"2960","Idaho",2021-03-16,176133,1931,"Tuesday",2211,37,"no",NA,NA,1754208,327167434,100.405995184151,1.10078166329192,1.09633061379753,53
"2961","Illinois",2021-03-16,1215745,23235,"Tuesday",11052,196,"yes",2020-05-01,2021-06-11,12741080,327167434,95.4193051138522,1.82362876616425,1.91117380700723,60
"2962","Indiana",2021-03-16,676799,12876,"Tuesday",5229,114,"yes",2020-07-27,2021-04-06,6691878,327167434,101.137378774688,1.92412354200121,1.90248508050396,54
"2963","Iowa",2021-03-16,343851,5658,"Tuesday",2960,83,"no",2020-11-17,2021-02-07,3156145,327167434,108.946515448435,1.79269330148013,1.64548016437352,54
"2964","Kansas",2021-03-16,301170,4835,"Tuesday",1647,19,"yes",2020-07-03,2021-04-01,2911505,327167434,103.441347344415,1.66065316734816,1.60540558488561,54
"2965","Kentucky",2021-03-16,420889,5166,"Tuesday",5496,165,"yes",2020-07-10,2021-06-11,4468402,327167434,94.1922861909023,1.15611800370692,1.2274019991019,54
"2966","Louisiana",2021-03-16,438557,9925,"Tuesday",3631,156,"yes",2020-08-07,2021-04-28,4659978,327167434,94.1113885087011,2.12983838121124,2.26310376986344,54
"2967","Maine",2021-03-16,47388,725,"Tuesday",1329,2,"yes",2020-05-01,2021-05-24,1338404,327167434,35.4063496522724,0.541689953108329,1.5299231873048,53
"2968","Maryland",2021-03-16,394900,8080,"Tuesday",6052,92,"yes",2020-04-18,2021-05-15,6042718,327167434,65.3513865780266,1.33714662838809,2.04608761711826,54
"2969","Massachusetts",2021-03-16,604666,16688,"Tuesday",11059,232,"yes",2020-05-06,2021-05-29,6902149,327167434,87.605468963362,2.41779770329502,2.75987073855649,59
"2970","Michigan",2021-03-16,675483,16796,"Tuesday",16516,113,"no",2020-04-27,2020-10-02,9995915,327167434,67.5759047570933,1.68028639699317,2.48651705520346,54
"2971","Minnesota",2021-03-16,498994,6817,"Tuesday",6818,53,"yes",2020-07-25,2021-05-14,5611179,327167434,88.9285478149958,1.21489619204805,1.36614869116663,54
"2972","Mississippi",2021-03-16,301250,6929,"Tuesday",3242,95,"no",2020-08-05,2020-09-30,2986530,327167434,100.869571040639,2.32008384312229,2.30008298755187,53
"2973","Missouri",2021-03-16,579229,8797,"Tuesday",4163,82,"no",NA,NA,6126452,327167434,94.5455869073976,1.43590450068,1.51874301873698,54
"2974","Montana",2021-03-16,102469,1397,"Tuesday",1240,11,"no",2020-07-15,2021-02-12,1062305,327167434,96.4591148493135,1.31506488249608,1.36333915623262,53
