"","date","state","cases","deaths","weekday","new_cases","new_deaths","mask_mandate"
"3616",2021-08-31,"Oregon",276287,3211,"Tuesday",15862,126,"no"
"3617",2021-09-07,"Oregon",289649,3335,"Tuesday",13362,124,"no"
"3618",2021-09-14,"Oregon",303532,3495,"Tuesday",13883,160,"no"
"3619",2021-09-21,"Oregon",314841,3624,"Tuesday",11309,129,"no"
"3620",2021-09-28,"Oregon",326191,3750,"Tuesday",11350,126,"no"
"3621",2021-10-05,"Oregon",336598,3867,"Tuesday",10407,117,"no"
"3622",2021-10-12,"Oregon",345344,4084,"Tuesday",8746,217,"no"
"3623",2021-10-19,"Oregon",353368,4226,"Tuesday",8024,142,"no"
"3624",2021-10-26,"Oregon",361240,4318,"Tuesday",7872,92,"no"
"3625",2021-11-02,"Oregon",368696,4405,"Tuesday",7456,87,"no"
"3626",2021-11-09,"Oregon",375357,4655,"Tuesday",6661,250,"no"
"3627",2021-11-16,"Oregon",380866,4855,"Tuesday",5509,200,"no"
"3628",2021-11-23,"Oregon",386634,5066,"Tuesday",5768,211,"no"
"3629",2020-03-10,"Pennsylvania",12,0,"Tuesday",0,0,"no"
"3630",2020-03-17,"Pennsylvania",101,0,"Tuesday",89,0,"no"
"3631",2020-03-24,"Pennsylvania",851,8,"Tuesday",750,8,"no"
"3632",2020-03-31,"Pennsylvania",4997,72,"Tuesday",4146,64,"no"
"3633",2020-04-07,"Pennsylvania",14582,241,"Tuesday",9585,169,"no"
"3634",2020-04-14,"Pennsylvania",25591,746,"Tuesday",11009,505,"no"
"3635",2020-04-21,"Pennsylvania",35384,1620,"Tuesday",9793,874,"no"
"3636",2020-04-28,"Pennsylvania",45323,2092,"Tuesday",9939,472,"no"
"3637",2020-05-05,"Pennsylvania",53967,3206,"Tuesday",8644,1114,"no"
"3638",2020-05-12,"Pennsylvania",61407,3924,"Tuesday",7440,718,"no"
"3639",2020-05-19,"Pennsylvania",67404,4669,"Tuesday",5997,745,"no"
"3640",2020-05-26,"Pennsylvania",72873,5175,"Tuesday",5469,506,"no"
"3641",2020-06-02,"Pennsylvania",77315,5670,"Tuesday",4442,495,"no"
"3642",2020-06-09,"Pennsylvania",80964,6070,"Tuesday",3649,400,"no"
"3643",2020-06-16,"Pennsylvania",84077,6337,"Tuesday",3113,267,"no"
"3644",2020-06-23,"Pennsylvania",87283,6511,"Tuesday",3206,174,"no"
"3645",2020-06-30,"Pennsylvania",91226,6695,"Tuesday",3943,184,"no"
"3646",2020-07-07,"Pennsylvania",95986,6835,"Tuesday",4760,140,"no"
"3647",2020-07-14,"Pennsylvania",101360,6973,"Tuesday",5374,138,"no"
"3648",2020-07-21,"Pennsylvania",107460,7094,"Tuesday",6100,121,"no"
"3649",2020-07-28,"Pennsylvania",114129,7197,"Tuesday",6669,103,"no"
"3650",2020-08-04,"Pennsylvania",119765,7296,"Tuesday",5636,99,"no"
"3651",2020-08-11,"Pennsylvania",125061,7404,"Tuesday",5296,108,"no"
"3652",2020-08-18,"Pennsylvania",130286,7561,"Tuesday",5225,157,"no"
"3653",2020-08-25,"Pennsylvania",134803,7666,"Tuesday",4517,105,"no"
"3654",2020-09-01,"Pennsylvania",139591,7764,"Tuesday",4788,98,"no"
"3655",2020-09-08,"Pennsylvania",145191,7862,"Tuesday",5600,98,"no"
"3656",2020-09-15,"Pennsylvania",151081,7945,"Tuesday",5890,83,"no"
"3657",2020-09-22,"Pennsylvania",156512,8099,"Tuesday",5431,154,"no"
"3658",2020-09-29,"Pennsylvania",163219,8196,"Tuesday",6707,97,"no"
"3659",2020-10-06,"Pennsylvania",170255,8318,"Tuesday",7036,122,"no"
"3660",2020-10-13,"Pennsylvania",179673,8458,"Tuesday",9418,140,"no"
"3661",2020-10-20,"Pennsylvania",189988,8591,"Tuesday",10315,133,"no"
"3662",2020-10-27,"Pennsylvania",203520,8760,"Tuesday",13532,169,"no"
"3663",2020-11-03,"Pennsylvania",220111,8926,"Tuesday",16591,166,"no"
"3664",2020-11-10,"Pennsylvania",244046,9156,"Tuesday",23935,230,"no"
"3665",2020-11-17,"Pennsylvania",280978,9433,"Tuesday",36932,277,"no"
"3666",2020-11-24,"Pennsylvania",326615,10014,"Tuesday",45637,581,"no"
"3667",2020-12-01,"Pennsylvania",372688,10614,"Tuesday",46073,600,"no"
"3668",2020-12-08,"Pennsylvania",442528,11592,"Tuesday",69840,978,"no"
"3669",2020-12-15,"Pennsylvania",515009,12930,"Tuesday",72481,1338,"no"
"3670",2020-12-22,"Pennsylvania",577183,14244,"Tuesday",62174,1314,"no"
"3671",2020-12-29,"Pennsylvania",628083,15389,"Tuesday",50900,1145,"no"
"3672",2021-01-05,"Pennsylvania",679760,16583,"Tuesday",51677,1194,"no"
"3673",2021-01-12,"Pennsylvania",739212,18091,"Tuesday",59452,1508,"no"
"3674",2021-01-19,"Pennsylvania",783355,19467,"Tuesday",44143,1376,"no"
"3675",2021-01-26,"Pennsylvania",818330,20883,"Tuesday",34975,1416,"no"
"3676",2021-02-02,"Pennsylvania",856214,21866,"Tuesday",37884,983,"no"
"3677",2021-02-09,"Pennsylvania",883005,22656,"Tuesday",26791,790,"no"
"3678",2021-02-16,"Pennsylvania",904203,23166,"Tuesday",21198,510,"no"
"3679",2021-02-23,"Pennsylvania",922848,23749,"Tuesday",18645,583,"no"
"3680",2021-03-02,"Pennsylvania",940811,24135,"Tuesday",17963,386,"no"
"3681",2021-03-09,"Pennsylvania",958266,24445,"Tuesday",17455,310,"no"
"3682",2021-03-16,"Pennsylvania",975872,24714,"Tuesday",17606,269,"no"
"3683",2021-03-23,"Pennsylvania",997245,24876,"Tuesday",21373,162,"no"
"3684",2021-03-30,"Pennsylvania",1025958,25106,"Tuesday",28713,230,"no"
"3685",2021-04-06,"Pennsylvania",1055498,25291,"Tuesday",29540,185,"no"
"3686",2021-04-13,"Pennsylvania",1087116,25527,"Tuesday",31618,236,"no"
"3687",2021-04-20,"Pennsylvania",1119535,25821,"Tuesday",32419,294,"no"
"3688",2021-04-27,"Pennsylvania",1144880,26120,"Tuesday",25345,299,"no"
"3689",2021-05-04,"Pennsylvania",1166208,26383,"Tuesday",21328,263,"no"
"3690",2021-05-11,"Pennsylvania",1181864,26650,"Tuesday",15656,267,"no"
"3691",2021-05-18,"Pennsylvania",1193608,26927,"Tuesday",11744,277,"no"
"3692",2021-05-25,"Pennsylvania",1202166,27137,"Tuesday",8558,210,"no"
"3693",2021-06-01,"Pennsylvania",1207596,27270,"Tuesday",5430,133,"no"
"3694",2021-06-08,"Pennsylvania",1211114,27446,"Tuesday",3518,176,"no"
"3695",2021-06-15,"Pennsylvania",1213772,27566,"Tuesday",2658,120,"no"
"3696",2021-06-22,"Pennsylvania",1215239,27655,"Tuesday",1467,89,"no"
"3697",2021-06-29,"Pennsylvania",1216430,27717,"Tuesday",1191,62,"no"
"3698",2021-07-06,"Pennsylvania",1217567,27705,"Tuesday",1137,-12,"no"
"3699",2021-07-13,"Pennsylvania",1219161,27756,"Tuesday",1594,51,"no"
"3700",2021-07-20,"Pennsylvania",1221836,27805,"Tuesday",2675,49,"no"
"3701",2021-07-27,"Pennsylvania",1226157,27831,"Tuesday",4321,26,"no"
"3702",2021-08-03,"Pennsylvania",1233461,27868,"Tuesday",7304,37,"no"
"3703",2021-08-10,"Pennsylvania",1244753,27914,"Tuesday",11292,46,"no"
"3704",2021-08-17,"Pennsylvania",1258774,27993,"Tuesday",14021,79,"no"
"3705",2021-08-24,"Pennsylvania",1277105,28098,"Tuesday",18331,105,"no"
"3706",2021-08-31,"Pennsylvania",1300368,28235,"Tuesday",23263,137,"no"
"3707",2021-09-07,"Pennsylvania",1324720,28408,"Tuesday",24352,173,"no"
"3708",2021-09-14,"Pennsylvania",1354451,28651,"Tuesday",29731,243,"no"
"3709",2021-09-21,"Pennsylvania",1387872,28932,"Tuesday",33421,281,"no"
"3710",2021-09-28,"Pennsylvania",1420478,29226,"Tuesday",32606,294,"no"
"3711",2021-10-05,"Pennsylvania",1453387,29611,"Tuesday",32909,385,"no"
"3712",2021-10-12,"Pennsylvania",1486134,30058,"Tuesday",32747,447,"no"
"3713",2021-10-19,"Pennsylvania",1517231,30587,"Tuesday",31097,529,"no"
"3714",2021-10-26,"Pennsylvania",1544463,31055,"Tuesday",27232,468,"no"
"3715",2021-11-02,"Pennsylvania",1571365,31530,"Tuesday",26902,475,"no"
"3716",2021-11-09,"Pennsylvania",1601086,31992,"Tuesday",29721,462,"no"
"3717",2021-11-16,"Pennsylvania",1654063,32483,"Tuesday",52977,491,"no"
"3718",2021-11-23,"Pennsylvania",1696959,33003,"Tuesday",42896,520,"no"
"3719",2020-03-17,"Puerto Rico",5,0,"Tuesday",0,0,"no"
"3720",2020-03-24,"Puerto Rico",39,2,"Tuesday",34,2,"no"
"3721",2020-03-31,"Puerto Rico",239,8,"Tuesday",200,6,"no"
"3722",2020-04-07,"Puerto Rico",573,23,"Tuesday",334,15,"no"
"3723",2020-04-14,"Puerto Rico",923,45,"Tuesday",350,22,"no"
"3724",2020-04-21,"Puerto Rico",915,43,"Tuesday",-8,-2,"no"
"3725",2020-04-28,"Puerto Rico",1400,86,"Tuesday",485,43,"no"
"3726",2020-05-05,"Puerto Rico",1922,NA,"Tuesday",522,NA,"no"
"3727",2020-05-12,"Puerto Rico",2299,NA,"Tuesday",377,NA,"no"
"3728",2020-05-19,"Puerto Rico",2805,NA,"Tuesday",506,NA,"no"
"3729",2020-05-26,"Puerto Rico",3324,NA,"Tuesday",519,NA,"no"
"3730",2020-06-02,"Puerto Rico",3935,NA,"Tuesday",611,NA,"no"
"3731",2020-06-09,"Puerto Rico",5185,NA,"Tuesday",1250,NA,"no"
"3732",2020-06-16,"Puerto Rico",5951,NA,"Tuesday",766,NA,"no"
"3733",2020-06-23,"Puerto Rico",6685,NA,"Tuesday",734,NA,"no"
"3734",2020-06-30,"Puerto Rico",7465,NA,"Tuesday",780,NA,"no"
"3735",2020-07-07,"Puerto Rico",8714,NA,"Tuesday",1249,NA,"no"
"3736",2020-07-14,"Puerto Rico",10123,NA,"Tuesday",1409,NA,"no"
"3737",2020-07-21,"Puerto Rico",12940,NA,"Tuesday",2817,NA,"no"
"3738",2020-07-28,"Puerto Rico",15840,NA,"Tuesday",2900,NA,"no"
"3739",2020-08-04,"Puerto Rico",19324,NA,"Tuesday",3484,NA,"no"
"3740",2020-08-11,"Puerto Rico",23403,NA,"Tuesday",4079,NA,"no"
"3741",2020-08-18,"Puerto Rico",27713,NA,"Tuesday",4310,NA,"no"
"3742",2020-08-25,"Puerto Rico",30720,NA,"Tuesday",3007,NA,"no"
"3743",2020-09-01,"Puerto Rico",33421,NA,"Tuesday",2701,NA,"no"
"3744",2020-09-08,"Puerto Rico",35504,NA,"Tuesday",2083,NA,"no"
"3745",2020-09-15,"Puerto Rico",38172,NA,"Tuesday",2668,NA,"no"
"3746",2020-09-22,"Puerto Rico",42596,NA,"Tuesday",4424,NA,"no"
"3747",2020-09-29,"Puerto Rico",48467,NA,"Tuesday",5871,NA,"no"
"3748",2020-10-06,"Puerto Rico",51737,NA,"Tuesday",3270,NA,"no"
"3749",2020-10-13,"Puerto Rico",54540,NA,"Tuesday",2803,NA,"no"
"3750",2020-10-20,"Puerto Rico",58643,NA,"Tuesday",4103,NA,"no"
"3751",2020-10-27,"Puerto Rico",63497,NA,"Tuesday",4854,NA,"no"
"3752",2020-11-03,"Puerto Rico",68943,NA,"Tuesday",5446,NA,"no"
"3753",2020-11-10,"Puerto Rico",72310,NA,"Tuesday",3367,NA,"no"
"3754",2020-11-17,"Puerto Rico",77200,NA,"Tuesday",4890,NA,"no"
"3755",2020-11-24,"Puerto Rico",82163,NA,"Tuesday",4963,NA,"no"
"3756",2020-12-01,"Puerto Rico",86935,NA,"Tuesday",4772,NA,"no"
"3757",2020-12-08,"Puerto Rico",91931,NA,"Tuesday",4996,NA,"no"
"3758",2020-12-15,"Puerto Rico",97034,NA,"Tuesday",5103,NA,"no"
"3759",2020-12-22,"Puerto Rico",103527,NA,"Tuesday",6493,NA,"no"
"3760",2020-12-29,"Puerto Rico",109405,NA,"Tuesday",5878,NA,"no"
"3761",2021-01-05,"Puerto Rico",112934,NA,"Tuesday",3529,NA,"no"
"3762",2021-01-12,"Puerto Rico",118042,NA,"Tuesday",5108,NA,"no"
"3763",2021-01-19,"Puerto Rico",121988,NA,"Tuesday",3946,NA,"no"
"3764",2021-01-26,"Puerto Rico",125684,NA,"Tuesday",3696,NA,"no"
"3765",2021-02-02,"Puerto Rico",128141,NA,"Tuesday",2457,NA,"no"
"3766",2021-02-09,"Puerto Rico",130017,NA,"Tuesday",1876,NA,"no"
"3767",2021-02-16,"Puerto Rico",131932,NA,"Tuesday",1915,NA,"no"
"3768",2021-02-23,"Puerto Rico",133091,NA,"Tuesday",1159,NA,"no"
"3769",2021-03-02,"Puerto Rico",134350,NA,"Tuesday",1259,NA,"no"
"3770",2021-03-09,"Puerto Rico",135552,NA,"Tuesday",1202,NA,"no"
"3771",2021-03-16,"Puerto Rico",136826,NA,"Tuesday",1274,NA,"no"
"3772",2021-03-23,"Puerto Rico",138358,NA,"Tuesday",1532,NA,"no"
"3773",2021-03-30,"Puerto Rico",140550,NA,"Tuesday",2192,NA,"no"
"3774",2021-04-06,"Puerto Rico",143637,NA,"Tuesday",3087,NA,"no"
"3775",2021-04-13,"Puerto Rico",149993,NA,"Tuesday",6356,NA,"no"
"3776",2021-04-20,"Puerto Rico",157755,NA,"Tuesday",7762,NA,"no"
"3777",2021-04-27,"Puerto Rico",163652,NA,"Tuesday",5897,NA,"no"
"3778",2021-05-04,"Puerto Rico",167122,NA,"Tuesday",3470,NA,"no"
"3779",2021-05-11,"Puerto Rico",169341,NA,"Tuesday",2219,NA,"no"
"3780",2021-05-18,"Puerto Rico",170675,NA,"Tuesday",1334,NA,"no"
"3781",2021-05-25,"Puerto Rico",171698,NA,"Tuesday",1023,NA,"no"
"3782",2021-06-01,"Puerto Rico",172372,NA,"Tuesday",674,NA,"no"
"3783",2021-06-08,"Puerto Rico",172747,NA,"Tuesday",375,NA,"no"
"3784",2021-06-15,"Puerto Rico",173064,NA,"Tuesday",317,NA,"no"
"3785",2021-06-22,"Puerto Rico",173397,NA,"Tuesday",333,NA,"no"
"3786",2021-06-29,"Puerto Rico",173636,NA,"Tuesday",239,NA,"no"
"3787",2021-07-06,"Puerto Rico",174021,NA,"Tuesday",385,NA,"no"
"3788",2021-07-13,"Puerto Rico",174559,NA,"Tuesday",538,NA,"no"
"3789",2021-07-20,"Puerto Rico",175708,NA,"Tuesday",1149,NA,"no"
"3790",2021-07-27,"Puerto Rico",177936,NA,"Tuesday",2228,NA,"no"
"3791",2021-08-03,"Puerto Rico",181435,NA,"Tuesday",3499,NA,"no"
"3792",2021-08-10,"Puerto Rico",186454,NA,"Tuesday",5019,NA,"no"
"3793",2021-08-17,"Puerto Rico",192802,NA,"Tuesday",6348,NA,"no"
"3794",2021-08-24,"Puerto Rico",198602,NA,"Tuesday",5800,NA,"no"
"3795",2021-08-31,"Puerto Rico",204067,NA,"Tuesday",5465,NA,"no"
"3796",2021-09-07,"Puerto Rico",208063,NA,"Tuesday",3996,NA,"no"
"3797",2021-09-14,"Puerto Rico",210750,NA,"Tuesday",2687,NA,"no"
"3798",2021-09-21,"Puerto Rico",212847,NA,"Tuesday",2097,NA,"no"
"3799",2021-09-28,"Puerto Rico",214366,NA,"Tuesday",1519,NA,"no"
"3800",2021-10-05,"Puerto Rico",215412,NA,"Tuesday",1046,NA,"no"
"3801",2021-10-12,"Puerto Rico",216300,NA,"Tuesday",888,NA,"no"
"3802",2021-10-19,"Puerto Rico",217116,NA,"Tuesday",816,NA,"no"
"3803",2021-10-26,"Puerto Rico",217837,NA,"Tuesday",721,NA,"no"
"3804",2021-11-02,"Puerto Rico",218496,NA,"Tuesday",659,NA,"no"
"3805",2021-11-09,"Puerto Rico",219383,NA,"Tuesday",887,NA,"no"
"3806",2021-11-16,"Puerto Rico",220234,NA,"Tuesday",851,NA,"no"
"3807",2021-11-23,"Puerto Rico",221100,NA,"Tuesday",866,NA,"no"
"3808",2020-03-03,"Rhode Island",2,0,"Tuesday",0,0,"no"
"3809",2020-03-10,"Rhode Island",5,0,"Tuesday",3,0,"no"
"3810",2020-03-17,"Rhode Island",23,0,"Tuesday",18,0,"no"
"3811",2020-03-24,"Rhode Island",124,0,"Tuesday",101,0,"no"
"3812",2020-03-31,"Rhode Island",488,8,"Tuesday",364,8,"no"
"3813",2020-04-07,"Rhode Island",1229,30,"Tuesday",741,22,"no"
"3814",2020-04-14,"Rhode Island",3251,80,"Tuesday",2022,50,"no"
"3815",2020-04-21,"Rhode Island",5500,171,"Tuesday",2249,91,"no"
"3816",2020-04-28,"Rhode Island",7926,239,"Tuesday",2426,68,"no"
"3817",2020-05-05,"Rhode Island",9933,355,"Tuesday",2007,116,"no"
"3818",2020-05-12,"Rhode Island",11614,444,"Tuesday",1681,89,"no"
"3819",2020-05-19,"Rhode Island",12951,532,"Tuesday",1337,88,"no"
"3820",2020-05-26,"Rhode Island",14210,634,"Tuesday",1259,102,"no"
"3821",2020-06-02,"Rhode Island",15112,732,"Tuesday",902,98,"no"
"3822",2020-06-09,"Rhode Island",15691,808,"Tuesday",579,76,"no"
"3823",2020-06-16,"Rhode Island",16164,865,"Tuesday",473,57,"no"
"3824",2020-06-23,"Rhode Island",16533,906,"Tuesday",369,41,"no"
"3825",2020-06-30,"Rhode Island",16813,950,"Tuesday",280,44,"no"
"3826",2020-07-07,"Rhode Island",17154,969,"Tuesday",341,19,"no"
"3827",2020-07-14,"Rhode Island",17588,985,"Tuesday",434,16,"no"
"3828",2020-07-21,"Rhode Island",17986,996,"Tuesday",398,11,"no"
"3829",2020-07-28,"Rhode Island",18725,1005,"Tuesday",739,9,"no"
"3830",2020-08-04,"Rhode Island",19390,1011,"Tuesday",665,6,"no"
"3831",2020-08-11,"Rhode Island",20053,1016,"Tuesday",663,5,"no"
"3832",2020-08-18,"Rhode Island",20692,1024,"Tuesday",639,8,"no"
"3833",2020-08-25,"Rhode Island",21372,1039,"Tuesday",680,15,"no"
"3834",2020-09-01,"Rhode Island",22002,1050,"Tuesday",630,11,"no"
"3835",2020-09-08,"Rhode Island",22592,1059,"Tuesday",590,9,"no"
"3836",2020-09-15,"Rhode Island",23250,1078,"Tuesday",658,19,"no"
"3837",2020-09-22,"Rhode Island",24044,1099,"Tuesday",794,21,"no"
"3838",2020-09-29,"Rhode Island",24556,1113,"Tuesday",512,14,"no"
"3839",2020-10-06,"Rhode Island",25596,1125,"Tuesday",1040,12,"no"
"3840",2020-10-13,"Rhode Island",26960,1139,"Tuesday",1364,14,"no"
"3841",2020-10-20,"Rhode Island",28649,1164,"Tuesday",1689,25,"no"
"3842",2020-10-27,"Rhode Island",31445,1188,"Tuesday",2796,24,"no"
"3843",2020-11-03,"Rhode Island",34543,1212,"Tuesday",3098,24,"no"
"3844",2020-11-10,"Rhode Island",38798,1237,"Tuesday",4255,25,"no"
"3845",2020-11-17,"Rhode Island",44528,1278,"Tuesday",5730,41,"no"
"3846",2020-11-24,"Rhode Island",51424,1325,"Tuesday",6896,47,"no"
"3847",2020-12-01,"Rhode Island",57906,1380,"Tuesday",6482,55,"no"
"3848",2020-12-08,"Rhode Island",67067,1470,"Tuesday",9161,90,"no"
"3849",2020-12-15,"Rhode Island",75237,1570,"Tuesday",8170,100,"no"
"3850",2020-12-22,"Rhode Island",81187,1678,"Tuesday",5950,108,"no"
"3851",2020-12-29,"Rhode Island",86789,1760,"Tuesday",5602,82,"no"
"3852",2021-01-05,"Rhode Island",93852,1870,"Tuesday",7063,110,"no"
"3853",2021-01-12,"Rhode Island",101393,1970,"Tuesday",7541,100,"no"
"3854",2021-01-19,"Rhode Island",107066,2045,"Tuesday",5673,75,"no"
"3855",2021-01-26,"Rhode Island",112396,2126,"Tuesday",5330,81,"no"
"3856",2021-02-02,"Rhode Island",116191,2186,"Tuesday",3795,60,"no"
"3857",2021-02-09,"Rhode Island",119434,2248,"Tuesday",3243,62,"no"
"3858",2021-02-16,"Rhode Island",122072,2344,"Tuesday",2638,96,"no"
"3859",2021-02-23,"Rhode Island",124262,2476,"Tuesday",2190,132,"no"
"3860",2021-03-02,"Rhode Island",126849,2525,"Tuesday",2587,49,"no"
"3861",2021-03-09,"Rhode Island",129277,2556,"Tuesday",2428,31,"no"
"3862",2021-03-16,"Rhode Island",131750,2583,"Tuesday",2473,27,"no"
"3863",2021-03-23,"Rhode Island",134336,2606,"Tuesday",2586,23,"no"
"3864",2021-03-30,"Rhode Island",136765,2618,"Tuesday",2429,12,"no"
"3865",2021-04-06,"Rhode Island",139549,2632,"Tuesday",2784,14,"no"
"3866",2021-04-13,"Rhode Island",142774,2640,"Tuesday",3225,8,"no"
"3867",2021-04-20,"Rhode Island",145358,2654,"Tuesday",2584,14,"no"
"3868",2021-04-27,"Rhode Island",147220,2664,"Tuesday",1862,10,"no"
"3869",2021-05-04,"Rhode Island",148929,2681,"Tuesday",1709,17,"no"
"3870",2021-05-11,"Rhode Island",150097,2694,"Tuesday",1168,13,"no"
"3871",2021-05-18,"Rhode Island",150737,2703,"Tuesday",640,9,"no"
"3872",2021-05-25,"Rhode Island",151502,2707,"Tuesday",765,4,"no"
"3873",2021-06-01,"Rhode Island",151844,2712,"Tuesday",342,5,"no"
"3874",2021-06-08,"Rhode Island",152106,2719,"Tuesday",262,7,"no"
"3875",2021-06-15,"Rhode Island",152306,2723,"Tuesday",200,4,"no"
"3876",2021-06-22,"Rhode Island",152443,2726,"Tuesday",137,3,"no"
"3877",2021-06-29,"Rhode Island",152589,2728,"Tuesday",146,2,"no"
"3878",2021-07-06,"Rhode Island",152698,2730,"Tuesday",109,2,"no"
"3879",2021-07-13,"Rhode Island",152842,2731,"Tuesday",144,1,"no"
"3880",2021-07-20,"Rhode Island",153168,2738,"Tuesday",326,7,"no"
"3881",2021-07-27,"Rhode Island",153802,2739,"Tuesday",634,1,"no"
"3882",2021-08-03,"Rhode Island",154985,2740,"Tuesday",1183,1,"no"
"3883",2021-08-10,"Rhode Island",156539,2744,"Tuesday",1554,4,"no"
"3884",2021-08-17,"Rhode Island",158614,2747,"Tuesday",2075,3,"no"
"3885",2021-08-24,"Rhode Island",160565,2759,"Tuesday",1951,12,"no"
"3886",2021-08-31,"Rhode Island",162617,2770,"Tuesday",2052,11,"no"
"3887",2021-09-07,"Rhode Island",164648,2778,"Tuesday",2031,8,"no"
"3888",2021-09-14,"Rhode Island",167245,2808,"Tuesday",2597,30,"no"
"3889",2021-09-21,"Rhode Island",169686,2816,"Tuesday",2441,8,"no"
"3890",2021-09-28,"Rhode Island",171751,2834,"Tuesday",2065,18,"no"
"3891",2021-10-05,"Rhode Island",173603,2845,"Tuesday",1852,11,"no"
"3892",2021-10-12,"Rhode Island",175487,2856,"Tuesday",1884,11,"no"
"3893",2021-10-19,"Rhode Island",177280,2867,"Tuesday",1793,11,"no"
"3894",2021-10-26,"Rhode Island",178646,2876,"Tuesday",1366,9,"no"
"3895",2021-11-02,"Rhode Island",180187,2881,"Tuesday",1541,5,"no"
"3896",2021-11-09,"Rhode Island",182175,2884,"Tuesday",1988,3,"no"
"3897",2021-11-16,"Rhode Island",184777,2901,"Tuesday",2602,17,"no"
"3898",2021-11-23,"Rhode Island",188135,2913,"Tuesday",3358,12,"no"
"3899",2020-03-10,"South Carolina",9,0,"Tuesday",0,0,"no"
"3900",2020-03-17,"South Carolina",47,1,"Tuesday",38,1,"no"
"3901",2020-03-24,"South Carolina",342,8,"Tuesday",295,7,"no"
"3902",2020-03-31,"South Carolina",1083,22,"Tuesday",741,14,"no"
"3903",2020-04-07,"South Carolina",2417,51,"Tuesday",1334,29,"no"
"3904",2020-04-14,"South Carolina",3553,97,"Tuesday",1136,46,"no"
"3905",2020-04-21,"South Carolina",4608,135,"Tuesday",1055,38,"no"
"3906",2020-04-28,"South Carolina",5735,192,"Tuesday",1127,57,"no"
"3907",2020-05-05,"South Carolina",6841,296,"Tuesday",1106,104,"no"
"3908",2020-05-12,"South Carolina",7927,355,"Tuesday",1086,59,"no"
"3909",2020-05-19,"South Carolina",9056,399,"Tuesday",1129,44,"no"
"3910",2020-05-26,"South Carolina",10416,446,"Tuesday",1360,47,"no"
"3911",2020-06-02,"South Carolina",12415,501,"Tuesday",1999,55,"no"
"3912",2020-06-09,"South Carolina",15228,568,"Tuesday",2813,67,"no"
"3913",2020-06-16,"South Carolina",19995,607,"Tuesday",4767,39,"no"
"3914",2020-06-23,"South Carolina",26613,673,"Tuesday",6618,66,"no"
"3915",2020-06-30,"South Carolina",36399,739,"Tuesday",9786,66,"no"
"3916",2020-07-07,"South Carolina",47352,846,"Tuesday",10953,107,"no"
"3917",2020-07-14,"South Carolina",60389,993,"Tuesday",13037,147,"no"
"3918",2020-07-21,"South Carolina",73337,1221,"Tuesday",12948,228,"no"
"3919",2020-07-28,"South Carolina",84109,1565,"Tuesday",10772,344,"no"
"3920",2020-08-04,"South Carolina",94190,1847,"Tuesday",10081,282,"no"
"3921",2020-08-11,"South Carolina",102130,2098,"Tuesday",7940,251,"no"
"3922",2020-08-18,"South Carolina",107672,2343,"Tuesday",5542,245,"no"
"3923",2020-08-25,"South Carolina",113488,2529,"Tuesday",5816,186,"no"
"3924",2020-09-01,"South Carolina",119846,2757,"Tuesday",6358,228,"no"
"3925",2020-09-08,"South Carolina",125908,2912,"Tuesday",6062,155,"no"
"3926",2020-09-15,"South Carolina",133470,3098,"Tuesday",7562,186,"no"
"3927",2020-09-22,"South Carolina",140789,3243,"Tuesday",7319,145,"no"
"3928",2020-09-29,"South Carolina",147634,3359,"Tuesday",6845,116,"no"
"3929",2020-10-06,"South Carolina",152970,3471,"Tuesday",5336,112,"no"
"3930",2020-10-13,"South Carolina",158883,3576,"Tuesday",5913,105,"no"
"3931",2020-10-20,"South Carolina",165493,3696,"Tuesday",6610,120,"no"
"3932",2020-10-27,"South Carolina",172579,3842,"Tuesday",7086,146,"no"
"3933",2020-11-03,"South Carolina",179952,3968,"Tuesday",7373,126,"no"
"3934",2020-11-10,"South Carolina",187738,4062,"Tuesday",7786,94,"no"
"3935",2020-11-17,"South Carolina",197900,4156,"Tuesday",10162,94,"no"
"3936",2020-11-24,"South Carolina",209230,4313,"Tuesday",11330,157,"no"
"3937",2020-12-01,"South Carolina",218912,4404,"Tuesday",9682,91,"no"
"3938",2020-12-08,"South Carolina",236954,4585,"Tuesday",18042,181,"no"
"3939",2020-12-15,"South Carolina",257320,4756,"Tuesday",20366,171,"no"
"3940",2020-12-22,"South Carolina",278055,4976,"Tuesday",20735,220,"no"
"3941",2020-12-29,"South Carolina",300602,5198,"Tuesday",22547,222,"no"
"3942",2021-01-05,"South Carolina",328073,5498,"Tuesday",27471,300,"no"
"3943",2021-01-12,"South Carolina",359357,5860,"Tuesday",31284,362,"no"
"3944",2021-01-19,"South Carolina",394318,6259,"Tuesday",34961,399,"no"
"3945",2021-01-26,"South Carolina",423667,6578,"Tuesday",29349,319,"no"
"3946",2021-02-02,"South Carolina",447904,7318,"Tuesday",24237,740,"no"
"3947",2021-02-09,"South Carolina",470311,7693,"Tuesday",22407,375,"no"
"3948",2021-02-16,"South Carolina",490453,8055,"Tuesday",20142,362,"no"
"3949",2021-02-23,"South Carolina",506912,8357,"Tuesday",16459,302,"no"
"3950",2021-03-02,"South Carolina",518823,8576,"Tuesday",11911,219,"no"
"3951",2021-03-09,"South Carolina",527348,8763,"Tuesday",8525,187,"no"
"3952",2021-03-16,"South Carolina",534869,8881,"Tuesday",7521,118,"no"
"3953",2021-03-23,"South Carolina",542912,9030,"Tuesday",8043,149,"no"
